New PAW TMT results file!
Program "PAW_quantitative_report.py" run on Sun Oct 15 16:01:44 2017
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_PAMI_GMCSF_A_TMT_20161027	Total_PAMI_GMCSF_B_TMT_20161028	Total_PAMI_GMCSF_C_TMT_20161031	Total_PAMI_GMCSF_D_TMT_20161101	Unique_PAMI_GMCSF_A_TMT_20161027	Unique_PAMI_GMCSF_B_TMT_20161028	Unique_PAMI_GMCSF_C_TMT_20161031	Unique_PAMI_GMCSF_D_TMT_20161101	Corrected_PAMI_GMCSF_A_TMT_20161027	Corrected_PAMI_GMCSF_B_TMT_20161028	Corrected_PAMI_GMCSF_C_TMT_20161031	Corrected_PAMI_GMCSF_D_TMT_20161101	PSMs_Used_PAMI_GMCSF_A_TMT_20161027	TotInt_126C_PAMI_GMCSF_A_TMT_20161027	TotInt_127N_PAMI_GMCSF_A_TMT_20161027	TotInt_127C_PAMI_GMCSF_A_TMT_20161027	TotInt_128N_PAMI_GMCSF_A_TMT_20161027	TotInt_128C_PAMI_GMCSF_A_TMT_20161027	TotInt_129N_PAMI_GMCSF_A_TMT_20161027	TotInt_129C_PAMI_GMCSF_A_TMT_20161027	TotInt_130N_PAMI_GMCSF_A_TMT_20161027	TotInt_130C_PAMI_GMCSF_A_TMT_20161027	TotInt_131N_PAMI_GMCSF_A_TMT_20161027	PSMs_Used_PAMI_GMCSF_B_TMT_20161028	TotInt_126C_PAMI_GMCSF_B_TMT_20161028	TotInt_127N_PAMI_GMCSF_B_TMT_20161028	TotInt_127C_PAMI_GMCSF_B_TMT_20161028	TotInt_128N_PAMI_GMCSF_B_TMT_20161028	TotInt_128C_PAMI_GMCSF_B_TMT_20161028	TotInt_129N_PAMI_GMCSF_B_TMT_20161028	TotInt_129C_PAMI_GMCSF_B_TMT_20161028	TotInt_130N_PAMI_GMCSF_B_TMT_20161028	TotInt_130C_PAMI_GMCSF_B_TMT_20161028	TotInt_131N_PAMI_GMCSF_B_TMT_20161028	PSMs_Used_PAMI_GMCSF_C_TMT_20161031	TotInt_126C_PAMI_GMCSF_C_TMT_20161031	TotInt_127N_PAMI_GMCSF_C_TMT_20161031	TotInt_127C_PAMI_GMCSF_C_TMT_20161031	TotInt_128N_PAMI_GMCSF_C_TMT_20161031	TotInt_128C_PAMI_GMCSF_C_TMT_20161031	TotInt_129N_PAMI_GMCSF_C_TMT_20161031	TotInt_129C_PAMI_GMCSF_C_TMT_20161031	TotInt_130N_PAMI_GMCSF_C_TMT_20161031	TotInt_130C_PAMI_GMCSF_C_TMT_20161031	TotInt_131N_PAMI_GMCSF_C_TMT_20161031	PSMs_Used_PAMI_GMCSF_D_TMT_20161101	TotInt_126C_PAMI_GMCSF_D_TMT_20161101	TotInt_127N_PAMI_GMCSF_D_TMT_20161101	TotInt_127C_PAMI_GMCSF_D_TMT_20161101	TotInt_128N_PAMI_GMCSF_D_TMT_20161101	TotInt_128C_PAMI_GMCSF_D_TMT_20161101	TotInt_129N_PAMI_GMCSF_D_TMT_20161101	TotInt_129C_PAMI_GMCSF_D_TMT_20161101	TotInt_130N_PAMI_GMCSF_D_TMT_20161101	TotInt_130C_PAMI_GMCSF_D_TMT_20161101	TotInt_131N_PAMI_GMCSF_D_TMT_20161101
3485	1	sp|Q99NH0|ANR17_MOUSE	 	 	 	 	2.5	2603	274210	Ankyrin repeat domain-containing protein 17 OS=Mus musculus GN=Ankrd17 PE=1 SV=2	11	11	1.000	2	2	5	2	2	2	5	2	2.000	2.000	5.000	2.000	2	10434.706055	10972.139648	10852.051758	8552.478516	11987.96875	9683.344727	10909.262695	9963.458008	11106.285156	9163.826172	2	23624.683105	27537.012695	23834.169922	32200.065918	20631.385742	28901.513183	15920.852539	20739.52649	18861.667969	18641.478516	5	62459.509521	52410.905029	57655.869996	51215.679687	74832.524749	60658.786194	53655.23291	41668.061462	54821.989257	63928.271241	2	22020.818359	17011.435547	21503.626953	18933.441406	19964.005859	27668.628906	16498.445312	30206.191406	21261.242188	20844.140625
3486	1	sp|Q99P30|NUDT7_MOUSE	 	 	 	 	29.2	236	26856	Peroxisomal coenzyme A diphosphatase NUDT7 OS=Mus musculus GN=Nudt7 PE=1 SV=2	19	19	1.000	6	4	4	5	6	4	4	5	6.000	4.000	4.000	5.000	6	429119.447266	360463.764893	467265.677979	277643.800659	326297.03296	327664.332032	308743.829956	341957.017334	329462.121338	279256.079834	4	91666.040039	74753.571289	85555.852539	77964.874024	78306.802735	103174.349609	105990.253906	62082.215331	87894.230469	97660.731446	4	240030.531251	173913.928712	224560.595704	224049.73047	282560.910156	304323.814453	175693.881836	195861.458985	206340.00879	220809.06543	5	493445.898438	352516.950195	353989.013672	469207.992188	312584.210937	480403.828124	342386.185547	601911.458985	416120.572266	395435.479492
3487	1	sp|Q99P31|HPBP1_MOUSE	 	 	 	 	10.1	357	39166	Hsp70-binding protein 1 OS=Mus musculus GN=Hspbp1 PE=1 SV=1	2	2	1.000	2	0	0	0	2	0	0	0	2.000	0.000	0.000	0.000	2	867.687378	2277.894287	1174.151367	5171.857422	3223.127441	3504.348145	2746.223389	1774.269653	3139.146973	3583.647705	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3488	1	sp|Q99P72|RTN4_MOUSE	 	 	 	 	26.2	1162	126612	Reticulon-4 OS=Mus musculus GN=Rtn4 PE=1 SV=2	106	106	1.000	26	23	24	33	26	23	24	33	26.000	23.000	24.000	33.000	26	646539.435061	669101.637267	653605.62134	564849.427245	651849.966187	613145.100952	616296.016725	648598.431886	607918.028687	487111.079343	23	723193.445558	540374.803223	614673.201172	618743.18872	527150.134765	474789.220337	797031.137205	637236.233156	464227.579589	583726.568603	24	242858.009889	218326.15036	241606.419128	197782.914216	393140.044861	151289.036011	215417.302858	131781.354367	217363.898072	208840.022706	33	275406.591613	213291.476136	234842.858581	278928.863586	239940.034301	277779.047423	208081.232027	464474.952637	185054.487366	240710.445956
3489	1	sp|Q99P87|RETN_MOUSE	 	 	 	 	53.5	114	12492	Resistin OS=Mus musculus GN=Retn PE=1 SV=1	43	43	1.000	8	10	12	13	8	10	12	13	8.000	10.000	12.000	13.000	8	249129.776154	960107.279296	299206.495485	195710.005861	226551.508789	400508.122375	322637.045959	488276.591614	780089.495239	504799.12793	10	996752.256103	825283.594786	720763.55542	712024.429079	562520.316467	506624.672363	564858.220459	172001.937592	535165.111877	922175.097137	12	703075.932007	1089815.90625	435618.683959	552741.198425	326066.454956	754944.361054	406118.898682	668521.479003	594784.336548	372631.951323	13	356163.173461	389785.338441	668485.794799	309232.432617	305982.944642	289383.484253	378063.776426	270034.933319	406352.859376	478857.842956
3490	1	sp|Q99P91|GPNMB_MOUSE	 	 	 	 	4.4	574	63675	Transmembrane glycoprotein NMB OS=Mus musculus GN=Gpnmb PE=1 SV=2	16	16	1.000	5	3	3	5	5	3	3	5	5.000	3.000	3.000	5.000	5	1031935.71484	72940.900452	632976.066406	172080.410888	181046.09961	279309.404297	133120.372803	332433.575196	228098.787598	582801.21582	3	407937.676758	71686.449463	370518.220703	130090.851319	323809.582031	73223.131225	80261.096192	271647.791015	187493.620118	425041.705078	3	13759.986206	7142.993408	10373.586365	5886.983398	53583.874999	4012.342011	5080.976806	8596.076294	12322.589692	27092.960205	5	28201.009277	13475.695068	6363.972899	25369.314941	10036.704956	39461.724609	13707.722411	72012.647461	3408.040039	23594.456787
3491	1	sp|Q99PG2|OGFR_MOUSE	 	 	 	 	31.8	633	70679	Opioid growth factor receptor OS=Mus musculus GN=Ogfr PE=1 SV=1	20	20	1.000	7	4	4	5	7	4	4	5	7.000	4.000	4.000	5.000	7	105785.863282	123178.958007	133669.533204	90866.795899	81543.984863	110822.364258	125068.4917	118283.538086	155193.140136	118119.000976	4	418413.862305	353756.411132	389797.076172	471028.389649	316000.924804	292864.654297	342121.270507	300102.566406	268182.039063	415347.84375	4	104558.208252	106091.16748	95501.746216	65031.198516	116589.888428	86131.213012	70837.591797	101484.415527	91022.948486	77565.124573	5	46029.289184	51748.959716	73102.561523	60785.001343	50600.856446	54686.286987	50015.505615	76541.317016	48574.099121	75000.271728
3492	1	sp|Q99PL5|RRBP1_MOUSE	 	 	 	 	54.2	1605	172877	Ribosome-binding protein 1 OS=Mus musculus GN=Rrbp1 PE=1 SV=2	209	209	1.000	52	45	59	53	52	45	59	53	52.000	45.000	59.000	53.000	52	2280393.28485	3059962.61069	2988776.71936	2101623.14594	2245879.96601	2587201.03296	2557617.54895	2697213.79547	2875877.98822	2365114.68201	45	2002886.34534	1737366.1958	1947788.54553	1981976.10864	1544190.41187	1605564.46716	1222263.51819	1387910.18603	1946853.12525	1753510.75464	59	2914555.6355	2424141.06799	2830867.18085	2739891.9721	3814490.42969	3002822.99585	2231800.03113	2477605.16004	2792856.61108	3039717.47422	53	2875781.21411	2073356.53509	2285935.11322	2297575.95435	1929879.38867	2902403.31116	2103643.7074	4090932.8263	2485614.56067	2717769.73926
3493	1	sp|Q99PL6|UBXN6_MOUSE	 	 	 	 	11.8	442	49795	UBX domain-containing protein 6 OS=Mus musculus GN=Ubxn6 PE=1 SV=1	15	15	1.000	5	4	4	2	5	4	4	2	5.000	4.000	4.000	2.000	5	34711.645996	22967.59143	31998.848633	36362.395386	38867.373413	39708.834228	37951.475861	30773.682434	29413.194458	28380.025146	4	36171.483886	41097.195068	34326.160645	32231.911622	28790.352539	29705.156738	22105.409668	36731.237793	34473.610352	27678.120117	4	32135.986328	26968.024659	25318.628174	23651.881469	30039.005127	24799.562256	19051.978027	16969.543335	25100.575439	22595.723633	2	7644.069336	5470.889649	3865.267578	4521.27008	6539.727295	7239.056885	6506.438233	8989.05371	7041.563721	7480.764892
3494	1	sp|Q99PP9|TRI16_MOUSE	 	 	 	 	7.2	556	62942	Tripartite motif-containing protein 16 OS=Mus musculus GN=Trim16 PE=1 SV=2	6	6	1.000	2	2	1	1	2	2	1	1	2.000	2.000	1.000	1.000	2	57692.923828	33074.003906	96664.515625	40379.896484	47769.53125	58810.380859	51033.691406	57499.716797	46324.097656	69823.332031	2	4327.325195	5775.202148	4592.678223	4666.375977	5560.605957	5407.627441	8084.109375	6734.111328	4538.695801	4683.312988	1	34369.445312	26216.689453	29226.185547	24404.951172	39015.617188	18604.425781	23521.365234	42558.828125	28505.240234	32981.355469	1	13988.496094	8288.796875	9674.023438	13490.951172	9303.543945	13459.125	11895.632812	16037.020508	10879.410156	18776.574219
3495	1	sp|Q99PQ1|TR12A_MOUSE	 	 	 	 	7.4	284	33320	Tripartite motif-containing protein 12A OS=Mus musculus GN=Trim12a PE=2 SV=1	4	4	1.000	1	1	0	2	1	1	0	2	1.000	1.000	0.000	2.000	1	2035.537476	1017.389526	2876.665527	2133.876221	2201.798096	2789.828613	4026.696289	1526.172241	2329.699951	1504.210571	1	3144.786133	2335.215576	2986.713379	2868.354492	2920.435791	2364.341309	2789.481934	2233.083496	2382.307129	2472.361816	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	12720.223633	9265.049805	9858.984375	9670.842773	10109.62793	13905.161133	10710.405273	12381.608398	9974.688477	11148.650391
3496	1	sp|Q99PT1|GDIR1_MOUSE	 	 	 	 	58.8	204	23407	Rho GDP-dissociation inhibitor 1 OS=Mus musculus GN=Arhgdia PE=1 SV=3	158	158	1.000	50	34	35	39	50	34	35	39	50.000	34.000	35.000	39.000	50	2633483.10596	2158984.48669	2488127.22144	1975538.35718	2126447.76496	2034627.14225	1988473.60669	2078000.10224	1816958.27527	2199147.41525	34	3007435.00952	2541298.38214	3114588.45569	2308805.52173	2534945.63171	2721105.83282	2301321.47437	2777542.9978	3071255.16528	3351579.48309	35	9750832.16626	8409378.81757	7930971.87585	9660729.75781	8524216.96765	10864697.9528	8856969.88385	8807232.52072	8753520.7265	10670393.417	39	4921124.25079	3123697.90003	2850841.53037	3159722.19507	3449390.64749	4336838.62512	3133233.56714	3671064.51858	3043515.54407	3336000.97858
3497	1	sp|Q99PU5|ACBG1_MOUSE	 	 	 	 	3.2	721	80425	Long-chain-fatty-acid--CoA ligase ACSBG1 OS=Mus musculus GN=Acsbg1 PE=1 SV=1	4	4	1.000	1	2	1	0	1	2	1	0	1.000	2.000	1.000	0.000	1	3795.70874	4451.915039	11235.953125	11993.53418	9427.847656	6744.125488	12869.658203	7097.885254	5366.546387	4561.253906	2	45122.107422	44949.306641	42905.720703	44439.396484	34674.749024	28919.88916	27880.765625	56962.132812	25936.109131	30037.827637	1	13135.251953	6544.730957	10147.913086	4938.301758	3549.737305	5262.353516	12500.134766	2516.328369	11961.144531	2989.310059	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3498	1	sp|Q99PU8|DHX30_MOUSE	 	 	 	 	1.6	1217	136667	Putative ATP-dependent RNA helicase DHX30 OS=Mus musculus GN=Dhx30 PE=1 SV=1	2	2	1.000	0	2	0	0	0	2	0	0	0.000	2.000	0.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	76418.226563	89391.370117	74027.136719	110390.715821	69033.327148	97601.803711	58638.9375	103778.62207	97665.238281	96045.29541	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3499	1	sp|Q99PV0|PRP8_MOUSE	 	 	 	 	6.3	2335	273613	Pre-mRNA-processing-splicing factor 8 OS=Mus musculus GN=Prpf8 PE=1 SV=2	19	19	1.000	4	3	3	9	4	3	3	9	4.000	3.000	3.000	9.000	4	20795.098877	24948.776917	34484.860596	32161.520874	24820.439453	24683.851624	32179.78479	25370.513305	32983.725464	17092.530884	3	47664.600464	36358.36792	40918.98877	51817.467285	33861.533936	31559.174072	27526.562683	55104.001465	30784.403442	32550.515015	3	21943.174805	16049.374024	21274.540527	18204.832519	23586.476074	15786.174317	18595.172852	12764.808105	20866.799316	17882.559082	9	59430.079956	57844.647156	80826.75647	66570.189576	71342.091309	63923.241515	59154.625122	83499.072997	69614.676637	62289.578003
3500	1	sp|Q99PW4|PRPK_MOUSE	 	 	 	 	18.9	244	27393	TP53-regulating kinase OS=Mus musculus GN=Tp53rk PE=2 SV=1	9	9	1.000	3	2	2	2	3	2	2	2	3.000	2.000	2.000	2.000	3	23871.832031	16744.232422	27376.760742	20590.181885	20665.220215	21888.024658	17121.761718	20034.410644	18249.221924	11088.841674	2	37509.791992	22212.775695	32240.81665	36754.122071	29534.13092	25661.488281	27358.919922	45949.152099	28169.966797	43678.68335	2	2585.386963	5784.817139	2715.322266	2930.917725	5650.1781	4448.630432	4170.014527	1881.623657	4439.090332	1991.391296	2	16773.191407	14923.629394	13704.076172	16641.886719	14305.469238	12941.447998	14505.919433	19623.783203	15509.828613	17627.629394
3501	1	sp|Q99PW8|KIF17_MOUSE	 	 	sp|Q61771|KIF3B_MOUSE, sp|Q80TF6|STAR9_MOUSE, sp|Q99PW8|KIF17_MOUSE	 	1.7	1038	116372	Kinesin-like protein KIF17 OS=Mus musculus GN=Kif17 PE=1 SV=1	8	4	0.500	2	1	2	3	1	1	1	1	1.500	1.000	1.167	1.400	1	88585.875	82702.953125	104622.859375	65602.59375	68572.898438	66841.882812	67243.421875	79527.632812	80160.28125	86442.507812	1	51833.472656	33112.769531	48259.164062	59992.3125	36560.609375	38583.898438	44474.542969	34387.71875	39930.882812	53351.164062	1	47689.726562	42562.398438	41698.9375	37735.472656	42323.574219	36263.546875	37239.136719	39649.125	38842.441406	31236.347656	1	52566.386719	42342.792969	53666.550781	50150.234375	47964.015625	41401.921875	41837.957031	44924.773438	36194.085938	58313.441406
3502	1	sp|Q9CPP6|NDUA5_MOUSE	 	 	 	 	38.8	116	13360	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Mus musculus GN=Ndufa5 PE=1 SV=3	26	26	1.000	6	7	5	8	6	7	5	8	6.000	7.000	5.000	8.000	6	38177.984436	41761.214965	47467.441651	33972.765442	56191.644287	48025.562865	59311.199095	52095.372436	67489.438965	24167.181641	7	36473.80249	23860.879548	32865.862915	38596.80188	25218.621704	28470.830933	24355.439758	48061.851318	17483.647949	23935.29187	5	45945.950196	55741.689209	49896.027832	45924.957031	37712.560791	55043.076905	32691.131714	30757.027344	41883.176026	42893.553162	8	60533.070069	55582.120118	73179.827147	61412.175048	64380.250489	60190.22583	55575.921875	60656.056885	57964.060059	50893.606934
3503	1	sp|Q9CPQ1|COX6C_MOUSE	 	 	 	 	28.9	76	8469	Cytochrome c oxidase subunit 6C OS=Mus musculus GN=Cox6c PE=1 SV=3	16	16	1.000	4	3	5	4	4	3	5	4	4.000	3.000	5.000	4.000	4	336211.597901	554673.126953	327658.036377	344562.158447	441957.660401	483191.220703	545481.637695	439012.360352	616650.525879	269414.507324	3	564403.927734	326021.632812	479250.988281	542337.917969	392493.261718	397438.519531	306860.173829	1116626.33789	231060.654297	278420.259766	5	783406.650879	844598.984375	920300.901855	694014.803222	670787.585449	705565.559571	408169.901367	553541.69043	680608.960206	706520.009765	4	521062.221924	528724.027832	622701.27002	540337.442383	605023.167725	560040.737549	505018.676514	612508.287354	549247.927246	537397.184326
3504	1	sp|Q9CPQ3|TOM22_MOUSE	 	 	 	 	47.2	142	15537	Mitochondrial import receptor subunit TOM22 homolog OS=Mus musculus GN=Tomm22 PE=1 SV=3	17	17	1.000	5	4	4	4	5	4	4	4	5.000	4.000	4.000	4.000	5	6194.982666	9177.0	8302.00238	10422.63501	14446.209229	11832.118104	11827.276611	12289.51477	12604.622314	5654.436401	4	5962.976075	2922.846802	2345.092285	3957.295166	3892.306031	2540.145508	4560.005249	9273.784668	1595.500854	3378.071534	4	14533.930053	18603.670532	17925.397462	13493.187989	19481.666992	17627.098754	10916.248657	18195.229493	15435.361572	15445.633973	4	10126.794434	9547.991211	15592.563965	10193.963379	14496.15918	9594.119629	11545.42334	13206.871094	12738.730957	10245.106689
3505	1	sp|Q9CPQ8|ATP5L_MOUSE	 	 	 	 	50.5	103	11424	ATP synthase subunit g, mitochondrial OS=Mus musculus GN=Atp5l PE=1 SV=1	27	27	1.000	8	9	5	5	8	9	5	5	8.000	9.000	5.000	5.000	8	420131.630859	471019.721192	547988.817871	438533.173341	662554.752929	667501.214843	772107.686525	737246.248047	1103058.28613	433931.240234	9	563147.522338	370987.723266	413451.04785	517640.284913	362275.495605	448110.114502	491825.600586	692669.273804	310831.794921	467540.469971	5	145347.265625	172659.144531	160761.851562	97911.849609	135156.277345	136105.847656	102915.812501	41582.162109	122956.613282	70232.970704	5	43040.26709	50938.971679	83189.415039	59153.354493	59569.643554	36995.145019	46138.388672	67647.067383	62022.936523	47169.603516
3506	1	sp|Q9CPR4|RL17_MOUSE	 	 	sp|Q71LX4|TLN2_MOUSE, sp|Q9CPR4|RL17_MOUSE	 	45.1	184	21423	60S ribosomal protein L17 OS=Mus musculus GN=Rpl17 PE=1 SV=3	38	37	0.974	6	11	8	13	6	11	8	12	6.000	11.000	8.000	12.108	6	559042.158569	351732.27771	734467.926392	531356.441772	519217.126832	513410.83728	414032.40442	556828.221192	445054.049438	516347.326661	11	1765446.20557	1422469.28271	1462436.42432	1585812.42383	1237257.97901	1357770.96924	869838.024415	1338535.87012	1333294.77881	1653439.75732	8	902905.197266	676108.628907	956829.834961	941512.393556	1086519.64453	792566.31543	783102.81836	724931.155761	801072.603515	898815.546875	12	1385996.05322	1030143.82788	1003562.01709	1123082.35669	1160975.98389	1362960.93506	988470.272949	1585110.9624	1039807.51025	1191607.35986
3507	1	sp|Q9CPR5|RM15_MOUSE	 	 	 	 	18.0	295	33541	39S ribosomal protein L15, mitochondrial OS=Mus musculus GN=Mrpl15 PE=1 SV=1	6	6	1.000	0	1	3	2	0	1	3	2	0.000	1.000	3.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	72292.25	49139.828125	89835.914062	90771.132812	89105.203125	52834.5	105754.632813	67555.0625	74862.367188	146491.875	3	113706.568359	97244.179688	99648.02539	102464.888672	126086.882813	104117.308594	148765.875	80753.710937	99689.726562	84436.598633	2	41925.599853	30870.949707	39289.801758	35361.217285	39725.836914	35241.622803	28992.262939	48016.671143	37271.700684	29787.784668
3508	1	sp|Q9CPT4|MYDGF_MOUSE	 	 	 	 	21.7	166	17982	Myeloid-derived growth factor OS=Mus musculus GN=Mydgf PE=1 SV=1	21	21	1.000	4	5	5	7	4	5	5	7	4.000	5.000	5.000	7.000	4	221577.643555	249707.083985	205390.277344	240675.741211	210264.027344	225339.384765	242337.654297	237243.314452	196635.914062	250632.143555	5	305090.457032	296722.232422	321634.984375	231489.368165	317325.383788	366100.839843	443057.802734	384061.896484	325893.771485	372572.541993	5	572215.796875	553280.935547	575110.257812	577396.473633	365215.480468	646184.597656	464938.210938	509050.850586	567022.864258	515362.94336	7	819236.87207	669615.457032	634823.076172	655619.338868	713289.830079	662388.612306	640613.981445	541164.089845	750675.201173	786983.572265
3509	1	sp|Q9CPU0|LGUL_MOUSE	 	 	 	 	39.1	184	20809	Lactoylglutathione lyase OS=Mus musculus GN=Glo1 PE=1 SV=3	27	27	1.000	7	7	5	8	7	7	5	8	7.000	7.000	5.000	8.000	7	620568.911134	991879.417969	586282.18457	566319.634767	576669.530273	632451.511717	607870.432617	705788.55371	732091.039551	695713.467774	7	351853.046387	417577.903809	438467.846679	381301.380861	367495.174316	369508.411133	606807.003906	259367.675781	372318.367675	575623.214844	5	617455.796875	685847.941407	367853.597656	500505.455078	470934.308594	715257.587891	581707.566407	404052.728516	566826.517579	419541.173828	8	614681.13037	542192.837403	694101.265625	527378.306152	563533.098144	497034.135743	528686.919434	570264.353028	616576.033203	533827.122559
3510	1	sp|Q9CPU4|MGST3_MOUSE	 	 	 	 	14.4	153	16958	Microsomal glutathione S-transferase 3 OS=Mus musculus GN=Mgst3 PE=1 SV=1	2	2	1.000	0	0	0	2	0	0	0	2	0.000	0.000	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
3511	1	sp|Q9CPV4|GLOD4_MOUSE	 	 	 	 	69.8	298	33316	Glyoxalase domain-containing protein 4 OS=Mus musculus GN=Glod4 PE=1 SV=1	123	123	1.000	32	30	29	32	32	30	29	32	32.000	30.000	29.000	32.000	32	6775783.52728	3728299.58569	5152663.91675	5480331.34152	5327103.88953	4514364.02832	4678936.32385	4619401.48999	3294478.72858	3943454.22839	30	2376569.48084	2587248.77197	2634307.19965	1850435.34717	2140553.93372	2595243.28223	1984117.5506	2803572.31909	3018847.8335	2368341.96899	29	4448905.71899	2956247.35657	3024770.26398	4687854.48596	2944439.93213	4316517.64575	4516111.68726	3928668.02411	4346907.22302	5215197.5321	32	3893869.24884	2391176.59406	2019672.22473	2210516.92731	2923707.46484	3295159.05457	2318367.02673	2282631.32068	2775576.57904	2370359.9563
3512	1	sp|Q9CPW2|FDX2_MOUSE	 	 	 	 	19.0	174	18766	Ferredoxin-2, mitochondrial OS=Mus musculus GN=Fdx2 PE=1 SV=1	8	8	1.000	1	2	3	2	1	2	3	2	1.000	2.000	3.000	2.000	1	12589.579102	7442.49707	10440.831055	8752.282227	8491.270508	7558.752441	7157.833496	7387.393555	5563.685547	6555.45459	2	13336.809571	13532.862304	17111.322266	10694.578369	14424.496582	14974.118164	16339.124023	12002.817138	15373.639649	13795.65625	3	21877.985352	16678.234131	18189.030762	24236.489258	18038.260498	23868.554688	17713.059327	14482.991943	18801.642334	17996.118408	2	11046.166504	7482.748047	6553.695068	8091.929443	8063.578125	8826.865723	8010.333008	7545.38501	7530.278076	6183.906006
3513	1	sp|Q9CPW4|ARPC5_MOUSE	 	 	 	 	67.5	151	16288	Actin-related protein 2/3 complex subunit 5 OS=Mus musculus GN=Arpc5 PE=1 SV=3	61	61	1.000	17	18	14	12	17	18	14	12	17.000	18.000	14.000	12.000	17	1742185.23169	1419705.96436	1990779.16455	1266028.80054	1391953.35779	1365068.21936	1170147.71509	1342273.22815	1297157.15039	942575.917969	18	857300.768067	616826.843507	727747.823243	855501.060059	603293.503417	590805.63916	636079.600586	657330.536133	608158.305662	846102.476073	14	684057.641603	562224.818116	635166.794191	504583.043214	931717.549805	558176.525513	575400.315919	577193.444823	637208.307861	930371.169189	12	991394.047364	788385.216185	886785.493652	1025806.24854	845295.054443	928640.537598	782171.044434	1499370.32153	741474.249633	823707.5802
3514	1	sp|Q9CPX6|ATG3_MOUSE	 	 	 	 	15.9	314	35796	Ubiquitin-like-conjugating enzyme ATG3 OS=Mus musculus GN=Atg3 PE=1 SV=1	23	23	1.000	7	6	6	4	7	6	6	4	7.000	6.000	6.000	4.000	7	201536.905761	130386.399903	189404.336426	145591.822754	151628.178711	152879.232422	128161.637206	133639.498289	113257.128663	110882.227051	6	186366.836181	154703.495606	176291.984496	167772.642579	155665.345337	162614.817993	157968.109741	149181.621093	186053.486572	221570.303101	6	241881.87964	171393.213379	193121.62671	190229.222657	227066.237305	162659.952392	200278.231935	175562.236084	209793.480712	239375.439452	4	254613.419434	213645.289552	197967.822998	224972.635254	227145.706055	259436.749512	212984.455077	253491.75293	212508.19873	219097.97705
3515	1	sp|Q9CPY7|AMPL_MOUSE	 	 	 	 	75.0	519	56141	Cytosol aminopeptidase OS=Mus musculus GN=Lap3 PE=1 SV=3	150	150	1.000	40	41	30	39	40	41	30	39	40.000	41.000	30.000	39.000	40	1862096.88648	2275995.8266	2360188.67932	1678286.96332	1620796.92175	1835006.2757	1447595.09375	1805810.73926	1680166.72876	1904310.1604	41	2457647.14746	1778707.54077	2231332.89429	1621290.03271	1867577.948	1876338.79529	2816194.68371	2242321.56226	1875027.02441	2288975.60913	30	2065261.12158	1908795.78113	1893634.74329	1875881.37256	1686213.12891	2016604.5249	1637469.70453	1903135.4982	1777310.96631	1626778.96729	39	2215670.34021	1784166.07495	1858209.8346	2102673.32239	1872079.11145	2029429.71106	1708672.23706	2012706.58374	1772900.58985	2205793.99536
3516	1	sp|Q9CQ10|CHMP3_MOUSE	 	 	 	 	45.5	224	25219	Charged multivesicular body protein 3 OS=Mus musculus GN=Chmp3 PE=1 SV=3	32	32	1.000	7	8	8	9	7	8	8	9	7.000	8.000	8.000	9.000	7	76868.789673	51830.262451	101760.786377	55562.012452	56660.792236	56566.45044	52833.311646	54738.847168	43659.82666	71764.870118	8	80596.842895	68315.898925	80151.332153	89260.925537	66690.239136	79721.141845	42379.232788	84943.215455	65919.572144	74185.579345	8	230436.102783	199371.467531	205909.853027	176346.177369	237636.036865	214352.00525	171682.788452	246697.652099	198568.852295	330886.96997	9	117431.339112	96551.34082	105045.357666	100994.120606	106315.720459	117930.737061	89165.566405	139522.3208	100543.374268	101120.455322
